"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (CAD)","@ qty","Minimum Quantity","Packaging","Series","Color","CCT (K)","Flux @ 85°C, Current - Test","Flux @ 25°C, Current - Test","Current - Test","Voltage - Forward (Vf) (Typ)","Lumens/Watt @ Current - Test","CRI (Color Rendering Index)","Current - Max","Viewing Angle","Mounting Type","Package / Case"
"http://www.osram-os.com/Graphics/XPic5/00088568_0.pdf","http://media.digikey.com/Photos/Osram%20Opto%20Photos/MFG_OSLON-SSL-80.jpg","475-3126-1-ND","LUW CR7P-LRLT-HPJR-1","OSRAM Opto Semiconductors Inc.","LED OSLON COOL WHITE 6000K 2SMD",6004,0,"2.22200",25,1,"Cut Tape (CT)","OSLON SSL® 80","White, Cool","6000K","-","147 lm (130 lm ~ 164 lm)","350mA","2.95V","142 lm/W","70 (Typ)","1A","80°","Surface Mount","2-SMD, No Lead, Exposed Pad"
"http://www.osram-os.com/Graphics/XPic5/00088568_0.pdf","http://media.digikey.com/Photos/Osram%20Opto%20Photos/MFG_OSLON-SSL-80.jpg","475-3126-6-ND","LUW CR7P-LRLT-HPJR-1","OSRAM Opto Semiconductors Inc.","LED OSLON COOL WHITE 6000K 2SMD",6004,0,"Calculate",25,1,"Digi-Reel®","OSLON SSL® 80","White, Cool","6000K","-","147 lm (130 lm ~ 164 lm)","350mA","2.95V","142 lm/W","70 (Typ)","1A","80°","Surface Mount","2-SMD, No Lead, Exposed Pad"
"http://www.lumileds.com/uploads/542/DS134-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/Luxeon-Z-ES-White.jpg","1416-1333-1-ND","LXZ2-5790-5","Lumileds","LED LUXEON COOL WHITE 5700K 2SMD",6214,0,"2.29240",25,1,"Cut Tape (CT)","LUXEON Z ES","White, Cool","5700K 5-Step MacAdam Ellipse","190 lm (Typ)","-","700mA","2.8V","97 lm/W","90","1.2A","120°","Surface Mount","3-SMD, No Lead"
"http://www.lumileds.com/uploads/542/DS134-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/Luxeon-Z-ES-White.jpg","1416-1333-6-ND","LXZ2-5790-5","Lumileds","LED LUXEON COOL WHITE 5700K 2SMD",6214,0,"Calculate",25,1,"Digi-Reel®","LUXEON Z ES","White, Cool","5700K 5-Step MacAdam Ellipse","190 lm (Typ)","-","700mA","2.8V","97 lm/W","90","1.2A","120°","Surface Mount","3-SMD, No Lead"
"http://www.seoulsemicon.com/_upload/Goods_Spec/SZ5-P0-W0-00(0).pdf","http://media.digikey.com/Photos/Seoul%20Semi/SZ5-P0-W0-00-U3V3-AA.JPG","897-1113-1-ND","SZ5-P0-W0-00-U3V3-AA","Seoul Semiconductor Inc.","LED SZ5-P COOL WHITE 6500K 2SMD",66727,0,"2.72560",25,1,"Cut Tape (CT)","SZ5-P","White, Cool","6500K (6000K ~ 7000K)","-","130 lm (109 lm ~ 150 lm)","350mA","3.2V","116 lm/W","70 (Typ)","1A","120°","Surface Mount","2-SMD, No Lead, Exposed Pad"
"http://www.seoulsemicon.com/_upload/Goods_Spec/SZ5-P0-W0-00(0).pdf","http://media.digikey.com/Photos/Seoul%20Semi/SZ5-P0-W0-00-U3V3-AA.JPG","897-1113-6-ND","SZ5-P0-W0-00-U3V3-AA","Seoul Semiconductor Inc.","LED SZ5-P COOL WHITE 6500K 2SMD",66727,0,"Calculate",25,1,"Digi-Reel®","SZ5-P","White, Cool","6500K (6000K ~ 7000K)","-","130 lm (109 lm ~ 150 lm)","350mA","3.2V","116 lm/W","70 (Typ)","1A","120°","Surface Mount","2-SMD, No Lead, Exposed Pad"
"http://www.lumileds.com/uploads/542/DS134-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/Luxeon-Z-ES-White.jpg","1416-1328-1-ND","LXZ2-4090-3","Lumileds","LED LUXEON NEU WHITE 4000K 2SMD",7151,0,"2.41320",25,1,"Cut Tape (CT)","LUXEON Z ES","White, Neutral","4000K 3-Step MacAdam Ellipse","180 lm (Typ)","-","700mA","2.8V","92 lm/W","90","1.2A","120°","Surface Mount","3-SMD, No Lead"
"http://www.lumileds.com/uploads/542/DS134-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/Luxeon-Z-ES-White.jpg","1416-1328-6-ND","LXZ2-4090-3","Lumileds","LED LUXEON NEU WHITE 4000K 2SMD",7151,0,"Calculate",25,1,"Digi-Reel®","LUXEON Z ES","White, Neutral","4000K 3-Step MacAdam Ellipse","180 lm (Typ)","-","700mA","2.8V","92 lm/W","90","1.2A","120°","Surface Mount","3-SMD, No Lead"
"http://www.lumileds.com/uploads/542/DS134-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/Luxeon-Z-ES-White.jpg","1416-1332-1-ND","LXZ2-5790-3","Lumileds","LED LUXEON COOL WHITE 5700K 2SMD",4672,0,"2.41320",25,1,"Cut Tape (CT)","LUXEON Z ES","White, Cool","5700K 3-Step MacAdam Ellipse","190 lm (Typ)","-","700mA","2.8V","97 lm/W","90","1.2A","120°","Surface Mount","3-SMD, No Lead"
"http://www.lumileds.com/uploads/542/DS134-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/Luxeon-Z-ES-White.jpg","1416-1332-6-ND","LXZ2-5790-3","Lumileds","LED LUXEON COOL WHITE 5700K 2SMD",4672,0,"Calculate",25,1,"Digi-Reel®","LUXEON Z ES","White, Cool","5700K 3-Step MacAdam Ellipse","190 lm (Typ)","-","700mA","2.8V","97 lm/W","90","1.2A","120°","Surface Mount","3-SMD, No Lead"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/XLampXPE.pdf","http://media.digikey.com/Photos/Cree%20Photos/MFG_XLamp-XP-E.jpg","XPEWHT-L1-0000-00AE7CT-ND","XPEWHT-L1-0000-00AE7","Cree Inc.","LED XLAMP WARM WHITE 3000K 2SMD",3086,0,"2.99000",25,1,"Cut Tape (CT)","XLamp® XP-E","White, Warm","3000K","-","91 lm (87 lm ~ 94 lm)","350mA","3.05V","85 lm/W","80 (Typ)","1A","115°","Surface Mount","2-SMD, No Lead, Exposed Pad"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/XLampXPE.pdf","http://media.digikey.com/Photos/Cree%20Photos/MFG_XLamp-XP-E.jpg","XPEWHT-L1-0000-00AE7DKR-ND","XPEWHT-L1-0000-00AE7","Cree Inc.","LED XLAMP WARM WHITE 3000K 2SMD",3086,0,"Calculate",25,1,"Digi-Reel®","XLamp® XP-E","White, Warm","3000K","-","91 lm (87 lm ~ 94 lm)","350mA","3.05V","85 lm/W","80 (Typ)","1A","115°","Surface Mount","2-SMD, No Lead, Exposed Pad"
"http://www.osram-os.com/Graphics/XPic6/00089171_0.pdf","http://media.digikey.com/photos/Osram%20Opto%20Photos/LUW%20W5AM-KYLX-7P7R-Z.JPG","475-2810-1-ND","LUW W5AM-KZLY-6P7R","OSRAM Opto Semiconductors Inc.","LED GOLDEN DRAGON COOL WHT 2SMD",2483,0,"2.08800",25,1,"Cut Tape (CT)","Golden DRAGON® Plus","White, Cool","6000K","-","124 lm (97 lm ~ 150 lm)","350mA","3.2V","111 lm/W","-","1A","170°","Surface Mount","2-SMD, Gull Wing, Exposed Pad"
